16:07:46.896 | INFO | 01: | 23488:ExpressionDBWebAPI | Start WebAPI | Program | Void <Main>$(String[]) | 40 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 5559608 B
17:30:00.785 | FATL | 26:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Controllers.LogController | IActionResult Post(LoggerRequestValue, CancellationToken) | 44 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 12182160 B
17:31:44.784 | INFO | 27:.NET TP Worker | 25428:ExpressionDBWebAPI | {"viewName":"VW_ログイン情報","className":"","columnsDefineName":"","componentName":"","selectTopCnt":0,"selectParam":[],"whereParam":{},"orderByParam":[],"tableFuncFlg":false,"GetHintStr":"","modelTypeName":"","GetModelType":"System.Object","CommandTimeout":30,"tsqlHints":"NONE","$type":"ClassNameSelect"} | ExpressionDBWebAPI.Controllers.CommonController | ActionResult<IEnumerable<ResponseValue>> Post(ClassNameSelect, CancellationToken) | 31 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 12321544 B
17:31:59.416 | FATL | 27:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 12797208 B
17:31:59.416 | FATL | 30:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 12797208 B
17:31:59.416 | FATL | 28:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 12805432 B
17:31:59.416 | INFO | 27:.NET TP Worker | 25428:ExpressionDBWebAPI | SQL:SELECT FROM  VW_ログイン情報  | ExpressionDBWebAPI.Controllers.CommonController | ValueTuple<String, IDictionary<String, WhereParam>> GetSQLStringAndParam(ClassNameSelect) | 281 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 12813656 B
17:31:59.417 | INFO | 30:.NET TP Worker | 25428:ExpressionDBWebAPI | SQL:SELECT FROM  VW_DEFINE_DEVICE_GROUP  WITH (NOLOCK) ORDER BY  [SORT_ORDER]  | ExpressionDBWebAPI.Controllers.CommonController | ValueTuple<String, IDictionary<String, WhereParam>> GetSQLStringAndParam(ClassNameSelect) | 281 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 12813656 B
17:31:59.417 | INFO | 28:.NET TP Worker | 25428:ExpressionDBWebAPI | SQL:SELECT FROM  VW_DEFINE_DEVICE_GROUP  WITH (NOLOCK) ORDER BY  [SORT_ORDER]  | ExpressionDBWebAPI.Controllers.CommonController | ValueTuple<String, IDictionary<String, WhereParam>> GetSQLStringAndParam(ClassNameSelect) | 281 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 12813656 B
17:31:59.420 | FATL | 27:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 13020040 B
17:31:59.421 | FATL | 28:.NET TP Worker | 25428:ExpressionDBWebAPI | Exception has been thrown by the target of an invocation. | ExpressionDBWebAPI.Controllers.CommonGenericController | ActionResult<IEnumerable<AbstractViewModelBase>> Post(ClassNameSelect, CancellationToken) | 35 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 13036488 B
17:31:59.421 | FATL | 30:.NET TP Worker | 25428:ExpressionDBWebAPI | Exception has been thrown by the target of an invocation. | ExpressionDBWebAPI.Controllers.CommonGenericController | ActionResult<IEnumerable<AbstractViewModelBase>> Post(ClassNameSelect, CancellationToken) | 35 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 13036488 B
17:31:59.510 | FATL | 27:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Controllers.LogController | IActionResult Post(LoggerRequestValue, CancellationToken) | 44 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 13197640 B
17:31:59.545 | FATL | 22:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Controllers.LogController | IActionResult Post(LoggerRequestValue, CancellationToken) | 44 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 13332968 B
17:33:16.443 | INFO | 27:.NET TP Worker | 25428:ExpressionDBWebAPI | {"viewName":"VW_ログイン情報","className":"","columnsDefineName":"","componentName":"","selectTopCnt":0,"selectParam":[],"whereParam":{},"orderByParam":[],"tableFuncFlg":false,"GetHintStr":"","modelTypeName":"","GetModelType":"System.Object","CommandTimeout":30,"tsqlHints":"NONE","$type":"ClassNameSelect"} | ExpressionDBWebAPI.Controllers.CommonController | ActionResult<IEnumerable<ResponseValue>> Post(ClassNameSelect, CancellationToken) | 31 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 13390928 B
17:33:31.135 | FATL | 27:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 13842440 B
17:33:31.136 | INFO | 27:.NET TP Worker | 25428:ExpressionDBWebAPI | SQL:SELECT FROM  VW_ログイン情報  | ExpressionDBWebAPI.Controllers.CommonController | ValueTuple<String, IDictionary<String, WhereParam>> GetSQLStringAndParam(ClassNameSelect) | 281 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 13842440 B
17:33:31.136 | FATL | 22:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 13858888 B
17:33:31.136 | FATL | 32:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 13858888 B
17:33:31.136 | INFO | 22:.NET TP Worker | 25428:ExpressionDBWebAPI | SQL:SELECT FROM  VW_DEFINE_DEVICE_GROUP  WITH (NOLOCK) ORDER BY  [SORT_ORDER]  | ExpressionDBWebAPI.Controllers.CommonController | ValueTuple<String, IDictionary<String, WhereParam>> GetSQLStringAndParam(ClassNameSelect) | 281 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 13858888 B
17:33:31.136 | INFO | 32:.NET TP Worker | 25428:ExpressionDBWebAPI | SQL:SELECT FROM  VW_DEFINE_DEVICE_GROUP  WITH (NOLOCK) ORDER BY  [SORT_ORDER]  | ExpressionDBWebAPI.Controllers.CommonController | ValueTuple<String, IDictionary<String, WhereParam>> GetSQLStringAndParam(ClassNameSelect) | 281 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 13875336 B
17:33:31.138 | FATL | 27:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 14047272 B
17:33:31.138 | FATL | 22:.NET TP Worker | 25428:ExpressionDBWebAPI | Exception has been thrown by the target of an invocation. | ExpressionDBWebAPI.Controllers.CommonGenericController | ActionResult<IEnumerable<AbstractViewModelBase>> Post(ClassNameSelect, CancellationToken) | 35 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 14055496 B
17:33:31.138 | FATL | 32:.NET TP Worker | 25428:ExpressionDBWebAPI | Exception has been thrown by the target of an invocation. | ExpressionDBWebAPI.Controllers.CommonGenericController | ActionResult<IEnumerable<AbstractViewModelBase>> Post(ClassNameSelect, CancellationToken) | 35 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 14055496 B
17:33:31.231 | FATL | 15:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Controllers.LogController | IActionResult Post(LoggerRequestValue, CancellationToken) | 44 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 14257784 B
17:33:31.265 | FATL | 34:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Controllers.LogController | IActionResult Post(LoggerRequestValue, CancellationToken) | 44 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 14417016 B
17:35:53.742 | INFO | 34:.NET TP Worker | 25428:ExpressionDBWebAPI | {"viewName":"VW_ログイン情報","className":"","columnsDefineName":"","componentName":"","selectTopCnt":0,"selectParam":[],"whereParam":{},"orderByParam":[],"tableFuncFlg":false,"GetHintStr":"","modelTypeName":"","GetModelType":"System.Object","CommandTimeout":30,"tsqlHints":"NONE","$type":"ClassNameSelect"} | ExpressionDBWebAPI.Controllers.CommonController | ActionResult<IEnumerable<ResponseValue>> Post(ClassNameSelect, CancellationToken) | 31 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 14538352 B
17:36:08.402 | FATL | 34:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 15007680 B
17:36:08.403 | INFO | 34:.NET TP Worker | 25428:ExpressionDBWebAPI | SQL:SELECT FROM  VW_ログイン情報  | ExpressionDBWebAPI.Controllers.CommonController | ValueTuple<String, IDictionary<String, WhereParam>> GetSQLStringAndParam(ClassNameSelect) | 281 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 15023848 B
17:36:08.403 | FATL | 37:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 15023848 B
17:36:08.403 | FATL | 33:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 15023848 B
17:36:08.403 | INFO | 37:.NET TP Worker | 25428:ExpressionDBWebAPI | SQL:SELECT FROM  VW_DEFINE_DEVICE_GROUP  WITH (NOLOCK) ORDER BY  [SORT_ORDER]  | ExpressionDBWebAPI.Controllers.CommonController | ValueTuple<String, IDictionary<String, WhereParam>> GetSQLStringAndParam(ClassNameSelect) | 281 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 15039688 B
17:36:08.403 | INFO | 33:.NET TP Worker | 25428:ExpressionDBWebAPI | SQL:SELECT FROM  VW_DEFINE_DEVICE_GROUP  WITH (NOLOCK) ORDER BY  [SORT_ORDER]  | ExpressionDBWebAPI.Controllers.CommonController | ValueTuple<String, IDictionary<String, WhereParam>> GetSQLStringAndParam(ClassNameSelect) | 281 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 15039688 B
17:36:23.113 | FATL | 34:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 15392880 B
17:36:23.114 | FATL | 37:.NET TP Worker | 25428:ExpressionDBWebAPI | Exception has been thrown by the target of an invocation. | ExpressionDBWebAPI.Controllers.CommonGenericController | ActionResult<IEnumerable<AbstractViewModelBase>> Post(ClassNameSelect, CancellationToken) | 35 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 15411680 B
17:36:23.114 | FATL | 33:.NET TP Worker | 25428:ExpressionDBWebAPI | Exception has been thrown by the target of an invocation. | ExpressionDBWebAPI.Controllers.CommonGenericController | ActionResult<IEnumerable<AbstractViewModelBase>> Post(ClassNameSelect, CancellationToken) | 35 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 15411680 B
17:36:23.174 | FATL | 29:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Controllers.LogController | IActionResult Post(LoggerRequestValue, CancellationToken) | 44 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 15575832 B
17:36:23.211 | FATL | 29:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Controllers.LogController | IActionResult Post(LoggerRequestValue, CancellationToken) | 44 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 15708920 B
17:38:52.523 | INFO | 40:.NET TP Worker | 25428:ExpressionDBWebAPI | {"viewName":"VW_ログイン情報","className":"","columnsDefineName":"","componentName":"","selectTopCnt":0,"selectParam":[],"whereParam":{},"orderByParam":[],"tableFuncFlg":false,"GetHintStr":"","modelTypeName":"","GetModelType":"System.Object","CommandTimeout":30,"tsqlHints":"NONE","$type":"ClassNameSelect"} | ExpressionDBWebAPI.Controllers.CommonController | ActionResult<IEnumerable<ResponseValue>> Post(ClassNameSelect, CancellationToken) | 31 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 15849592 B
17:39:07.255 | FATL | 37:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 16258928 B
17:39:07.256 | INFO | 37:.NET TP Worker | 25428:ExpressionDBWebAPI | SQL:SELECT FROM  VW_DEFINE_DEVICE_GROUP  WITH (NOLOCK) ORDER BY  [SORT_ORDER]  | ExpressionDBWebAPI.Controllers.CommonController | ValueTuple<String, IDictionary<String, WhereParam>> GetSQLStringAndParam(ClassNameSelect) | 281 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 16267152 B
17:39:07.256 | FATL | 33:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 16275376 B
17:39:07.256 | FATL | 40:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 16275376 B
17:39:07.256 | INFO | 40:.NET TP Worker | 25428:ExpressionDBWebAPI | SQL:SELECT FROM  VW_ログイン情報  | ExpressionDBWebAPI.Controllers.CommonController | ValueTuple<String, IDictionary<String, WhereParam>> GetSQLStringAndParam(ClassNameSelect) | 281 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 16283600 B
17:39:07.256 | INFO | 33:.NET TP Worker | 25428:ExpressionDBWebAPI | SQL:SELECT FROM  VW_DEFINE_DEVICE_GROUP  WITH (NOLOCK) ORDER BY  [SORT_ORDER]  | ExpressionDBWebAPI.Controllers.CommonController | ValueTuple<String, IDictionary<String, WhereParam>> GetSQLStringAndParam(ClassNameSelect) | 281 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 16283600 B
17:39:21.960 | FATL | 40:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 16614728 B
17:39:21.960 | FATL | 37:.NET TP Worker | 25428:ExpressionDBWebAPI | Exception has been thrown by the target of an invocation. | ExpressionDBWebAPI.Controllers.CommonGenericController | ActionResult<IEnumerable<AbstractViewModelBase>> Post(ClassNameSelect, CancellationToken) | 35 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 16614728 B
17:39:21.961 | FATL | 33:.NET TP Worker | 25428:ExpressionDBWebAPI | Exception has been thrown by the target of an invocation. | ExpressionDBWebAPI.Controllers.CommonGenericController | ActionResult<IEnumerable<AbstractViewModelBase>> Post(ClassNameSelect, CancellationToken) | 35 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 16631176 B
17:39:22.037 | FATL | 33:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Controllers.LogController | IActionResult Post(LoggerRequestValue, CancellationToken) | 44 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 16775824 B
17:39:22.131 | FATL | 39:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Controllers.LogController | IActionResult Post(LoggerRequestValue, CancellationToken) | 44 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 16957080 B
17:45:46.542 | INFO | 35:.NET TP Worker | 25428:ExpressionDBWebAPI | {"viewName":"VW_ログイン情報","className":"","columnsDefineName":"","componentName":"","selectTopCnt":0,"selectParam":[],"whereParam":{},"orderByParam":[],"tableFuncFlg":false,"GetHintStr":"","modelTypeName":"","GetModelType":"System.Object","CommandTimeout":30,"tsqlHints":"NONE","$type":"ClassNameSelect"} | ExpressionDBWebAPI.Controllers.CommonController | ActionResult<IEnumerable<ResponseValue>> Post(ClassNameSelect, CancellationToken) | 31 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 17166792 B
17:46:01.283 | FATL | 35:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 17675384 B
17:46:01.283 | INFO | 35:.NET TP Worker | 25428:ExpressionDBWebAPI | SQL:SELECT FROM  VW_ログイン情報  | ExpressionDBWebAPI.Controllers.CommonController | ValueTuple<String, IDictionary<String, WhereParam>> GetSQLStringAndParam(ClassNameSelect) | 281 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 17675384 B
17:46:01.283 | FATL | 44:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 17683352 B
17:46:01.283 | INFO | 44:.NET TP Worker | 25428:ExpressionDBWebAPI | SQL:SELECT FROM  VW_DEFINE_DEVICE_GROUP  WITH (NOLOCK) ORDER BY  [SORT_ORDER]  | ExpressionDBWebAPI.Controllers.CommonController | ValueTuple<String, IDictionary<String, WhereParam>> GetSQLStringAndParam(ClassNameSelect) | 281 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 17691576 B
17:46:01.284 | FATL | 43:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 17742440 B
17:46:01.285 | INFO | 43:.NET TP Worker | 25428:ExpressionDBWebAPI | SQL:SELECT FROM  VW_DEFINE_DEVICE_GROUP  WITH (NOLOCK) ORDER BY  [SORT_ORDER]  | ExpressionDBWebAPI.Controllers.CommonController | ValueTuple<String, IDictionary<String, WhereParam>> GetSQLStringAndParam(ClassNameSelect) | 281 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 17750664 B
17:46:01.285 | FATL | 35:.NET TP Worker | 25428:ExpressionDBWebAPI | A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) | ExpressionDBWebAPI.Common.SqlServerSource | List<ResponseValue> ExecuteQuery(String, List<IDbDataParameter>, Int32) | 193 L | ExpressionDBWebAPI | 1.0.0.0 | TGH240401 | TACHIBANA\24018 | 17758888 B
